COD_BENEF_BI,FECHAINI,HORAINI,DURACION,CSE_RSH,EDAD_GRUPO,SEXO,DIRECCION_ZONAL,P00,P0,P1,P2,P3,P4,P5,P6,P7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6,P8_7,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,P24,P25,P26,FE
75344670,07-12-2021,17:15:56,484,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6896.8262
85665871,14-12-2021,14:58:35,298,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Florida,Sí,Sí,6896.8262
76292510,08-12-2021,17:47:20,336,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Buscando trabajo,No,,Sí,8000,La Florida,Sí,No,6896.8262
77231706,07-12-2021,17:15:42,315,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,"Prefiero no, tiempos espera",No,Muy urgente,Poco urgente,No lo necesito,Poco urgente,Muy urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Cuidado de personas,No,,No,,Río Negro,Sí,Sí,6756.6665
74878958,07-12-2021,18:28:19,228,41-80,18-34,HOMBRE,S,Sí,Sí,Ninguno,,,No,No,No necesito,No,Muy urgente,Muy urgente,No lo necesito,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Igual que presencial,No,,,,,,No,No,,Buscando trabajo,No,,No,,Valdivia,Sí,Sí,6072.4165
75811542,14-12-2021,16:02:46,271,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Urgente,Poco urgente,Urgente,Poco urgente,Urgente,No lo necesito,No lo necesito,Prefiero telemedicina,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,3000,Canela,Sí,Sí,6439.9092
82746758,08-12-2021,12:48:20,337,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,Muy urgente,No lo necesito,Muy urgente,Poco urgente,No lo necesito,Urgente,No me atendería,Sí,Consultorio,"Sí, todos",,Sí,30000,Sí,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6890.0391
87377892,14-12-2021,16:10:17,320,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,Sí,Estudiando,No,,No,,Rengo,Sí,Sí,6896.8262
68471720,07-12-2021,19:12:42,818,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Nada urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Linares,Sí,Sí,6900.9565
999,07-12-2021,18:49:06,375,0-40,18-34,HOMBRE,NC,Sí,Sí,Ninguno,,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Automedicación,"No, ninguno",Otra razón,No,,No,No,,Estudiando,No,,Sí,5000,San Bernardo,No,No,6890.0391
87222757,16-12-2021,16:48:21,244,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me cambiaría a Isapre,Sí,No,,No,Urgente,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Puente Alto,Sí,Sí,6896.8262
71731072,08-12-2021,13:39:03,281,0-40,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Puerto Montt,Sí,Sí,6778.7998
999,08-12-2021,13:31:52,1203,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Es más económico Fonasa,,Sí,No,,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,No me atendería,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Pozo Almonte,No,Sí,6730.25
68023238,17-12-2021,17:23:08,410,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,Sí,Poco urgente,Poco urgente,Nada urgente,Poco urgente,Muy urgente,Nada urgente,No lo necesito,No me atendería,Sí,Consultorio,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,5000,No,No,,Buscando trabajo,No,,No,,Puente Alto,Sí,Sí,6563.8945
67040499,10-12-2021,16:14:02,417,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Talca,Sí,Sí,6705.5601
69129469,09-12-2021,17:26:51,435,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,15000,No,No,,Trabaja remuneradamente,No,,No,,Quinchao,Sí,Sí,6900.9565
72034464,14-12-2021,13:04:51,490,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Quehaceres del hogar,No,,No,,Rancagua,Sí,Sí,6896.8262
70000383,10-12-2021,17:33:02,371,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Urgente,Urgente,Urgente,No lo necesito,Sólo en restricciones,No,,,,,,Sí,Sí,Sí,Trabaja remuneradamente,No,,No,,San Bernardo,Sí,Sí,6572.0527
71552502,07-12-2021,17:10:29,288,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Nada urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,14000,Estación Central,Sí,Sí,6890.0391
72739712,08-12-2021,18:13:17,342,41-80,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Poco urgente,Muy urgente,Urgente,Poco urgente,Muy urgente,Muy urgente,No me atendería,Sí,Consultorio,"No, ninguno",Ya los tenía,Sí,30000,No,No,,Trabaja remuneradamente,No,,No,,Pudahuel,Sí,Sí,6774.5
69552211,11-12-2021,15:52:59,250,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,Sí,,No,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Talca,Sí,Sí,6730.25
88164957,10-12-2021,13:22:53,243,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,Sí,Sí,6896.8262
70927979,06-12-2021,11:27:00,512,>80-NA,18-34,MUJER,CS,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,Sí,,Sí,No lo necesito,Urgente,Urgente,No lo necesito,No lo necesito,,Urgente,No me atendería,Sí,Consultorio,"Sí, todos",,No,,No,No,,Otra situación,No,,No,,Cauquenes,Sí,Sí,5816.3335
83017486,04-12-2021,13:55:52,297,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,No me atendería,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,32000,No,No,,Buscando trabajo,No,,No,,Ovalle,Sí,Sí,6705.5601
67938393,08-12-2021,16:19:01,399,0-40,18-34,HOMBRE,N,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Igual que presencial,No,,,,,,No,Sí,Sí,Estudiando,No,,No,,Coltauco,Sí,Sí,6865.7778
70461928,07-12-2021,15:05:40,295,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Poco urgente,Nada urgente,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No me atendería,Sí,Hospital público,"Sí, todos",,No,,No,No,,Trabaja remuneradamente,No,,No,,Peñaflor,Sí,Sí,6642.5
83670086,14-12-2021,17:46:45,273,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,Poco urgente,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,La Serena,Sí,Sí,6563.8945
69262009,07-12-2021,14:14:51,321,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,Nada urgente,Nada urgente,No lo necesito,Nada urgente,Urgente,Muy urgente,Nada urgente,No me atendería,No,,,,,,No,Sí,Sí,Cuidado de personas,No,,No,,Chimbarongo,Sí,No,6642.5
69495697,15-12-2021,12:58:18,220,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,Urgente,Urgente,No lo necesito,Urgente,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Viña del Mar,Sí,Sí,6439.9092
73442977,07-12-2021,14:11:19,472,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,Sí,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,Sólo en restricciones,Sí,Médico particular,"No, ninguno",No están disponibles,Sí,20000,No,Sí,Sí,Trabaja remuneradamente,No,,Sí,,Talagante,Sí,Sí,6572.0527
86516405,14-12-2021,16:27:32,300,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Otra situación,No,,Sí,,Maipú,Sí,Sí,6890.0391
67980356,13-12-2021,19:21:53,1332,41-80,18-34,HOMBRE,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Urgente,Urgente,Poco urgente,Poco urgente,Urgente,Urgente,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Coquimbo,Sí,Sí,6600.3335
74954054,18-12-2021,11:31:25,366,41-80,18-34,HOMBRE,N,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Poco urgente,Urgente,Urgente,Poco urgente,Urgente,Nada urgente,Sólo en restricciones,No,,,,,,No,Sí,Sí,Buscando trabajo,No,,No,,Calama,Sí,Sí,6600.3335
68949191,13-12-2021,18:23:07,236,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Mariquina,Sí,Sí,6756.6665
77964375,14-12-2021,18:01:15,324,>80-NA,18-34,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me cambiaría a Isapre,No,No,"Prefiero no, tiempos espera",No,No lo necesito,No lo necesito,No lo necesito,Nada urgente,Urgente,Urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Puerto Montt,Sí,No,5870.6001
73685051,13-12-2021,18:24:40,340,>80-NA,18-34,MUJER,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,Sí,,Sí,No lo necesito,Poco urgente,No lo necesito,Urgente,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,Sí,Sí,6572.0527
69690768,13-12-2021,18:17:20,257,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,Nada urgente,Nada urgente,Nada urgente,Urgente,Nada urgente,Nada urgente,Sólo en restricciones,No,,,,,,No,No,,Cuidado de personas,No,,No,,Ovalle,Sí,Sí,6705.5601
83252327,14-12-2021,16:44:33,363,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Estudiando,No,,No,,Ovalle,Sí,Sí,6439.9092
999,14-12-2021,13:23:27,416,41-80,18-34,HOMBRE,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,No lo necesito,Poco urgente,Poco urgente,Urgente,Urgente,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, algunos",,Sí,8000,No,No,,Buscando trabajo,No,,No,,Paillaco,No,Sí,6072.4165
71016246,13-12-2021,14:44:45,247,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Los Ángeles,Sí,Sí,6900.9565
67943685,14-12-2021,18:30:37,309,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Urgente,No lo necesito,No lo necesito,Prefiero telemedicina,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,Sí,5000,San Antonio,Sí,Sí,6563.8945
999,04-12-2021,11:28:02,307,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Muy urgente,Poco urgente,No lo necesito,Muy urgente,Muy urgente,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,Sí,13000,Independencia,No,No,6890.0391
71622739,09-12-2021,16:17:15,275,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,Sí,No,,No,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Muy urgente,Muy urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Pudahuel,Sí,Sí,6890.0391
69925360,13-12-2021,14:41:19,288,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,Nada urgente,Nada urgente,Muy urgente,Muy urgente,Poco urgente,Prefiero telemedicina,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Chillán Viejo,Sí,Sí,6900.9565
999,08-12-2021,12:12:00,441,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Igual que presencial,Sí,Médico particular,"Sí, algunos",,Sí,4500,Sí,No,,Trabaja remuneradamente,No,,No,,El Bosque,No,Sí,6890.0391
999,11-12-2021,13:51:34,427,0-40,18-34,MUJER,N,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,Nada urgente,Nada urgente,Prefiero telemedicina,Sí,Médico particular,"Sí, todos",,Sí,,Sí,No,,Estudiando,No,,No,,Mejillones,No,Sí,6744.3569
68205102,08-12-2021,13:06:04,306,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Poco urgente,Nada urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Talagante,Sí,Sí,6890.0391
999,08-12-2021,14:29:44,817,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,,No,No,No necesito,No,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Estación Central,No,Sí,6896.8262
70628805,14-12-2021,14:53:06,355,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Prefiere sistema público,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,No lo necesito,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Prefiero telemedicina,Sí,Hospital público,"Sí, todos",,No,,Sí,No,,Incapacitado para trabajar,No,,No,,Santa Cruz,Sí,Sí,6890.0391
78503860,11-12-2021,15:03:07,243,41-80,18-34,MUJER,S,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,Nada urgente,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Nueva Imperial,Sí,Sí,6288.3335
70848396,07-12-2021,15:19:25,535,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Por edad no conviene Isapre,,No,No,No necesito,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Urgente,Muy urgente,Urgente,No me atendería,No,,,,,,Sí,No,,Trabaja remuneradamente,"Sí, en centro privado",1000000,No,,Quilpué,Sí,Sí,6642.5
73126389,07-12-2021,14:02:16,354,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Muy urgente,Muy urgente,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,Panquehue,Sí,No,6756.6665
76638196,08-12-2021,12:23:03,201,0-40,18-34,MUJER,S,Sí,Sí,Fonasa,No tiene ingresos para Isapre,,No,No,No necesito,No,Urgente,Muy urgente,Urgente,Muy urgente,Muy urgente,Muy urgente,Muy urgente,Igual que presencial,No,,,,,,No,No,,Estudiando,No,,No,,Coyhaique,Sí,Sí,6756.6665
67645647,18-12-2021,12:47:00,722,0-40,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,Urgente,Urgente,Poco urgente,Poco urgente,Urgente,Urgente,Igual que presencial,No,,,,,,No,Sí,No,Trabaja remuneradamente,No,,No,,El Tabo,Sí,Sí,6563.8945
71937529,06-12-2021,11:43:48,286,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me quedaría en Fonasa,No,No,"Prefiero no, por Covid",Sí,Poco urgente,Urgente,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Consultorio,"Sí, todos",,No,,No,Sí,No,Estudiando,No,,No,,Maipú,Sí,Sí,6890.0391
87139702,07-12-2021,17:38:07,659,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,No,,No,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,Sí,Hospital público,"Sí, todos",,Sí,60000,No,Sí,Sí,Estudiando,No,,Sí,30000,El Bosque,Sí,Sí,6439.9092
999,15-12-2021,14:51:39,282,0-40,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Estudiando,No,,No,,Concepción,No,Sí,6900.9565
68493895,15-12-2021,17:20:33,332,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,No,No,No necesito,No,Poco urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,Muy urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Estudiando,No,,No,,Santiago,Sí,Sí,6890.0391
71749221,10-12-2021,14:30:11,586,41-80,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,No me atendería,No,,,,,,No,No,,Buscando trabajo,No,,No,,Coihueco,Sí,No,6743.9287
71598448,14-12-2021,16:11:00,502,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,Nada urgente,Nada urgente,Nada urgente,Nada urgente,No lo necesito,No lo necesito,No me atendería,Sí,Centro privado,"No, ninguno",Prefirió comprarlos por ser más rápido,Sí,10000,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Buin,Sí,Sí,6890.0391
71987040,17-12-2021,17:06:55,851,41-80,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Es más económico Fonasa,Me cambiaría a Isapre,Sí,Sí,,No,Nada urgente,Poco urgente,Poco urgente,Nada urgente,Poco urgente,Poco urgente,Poco urgente,Sólo en restricciones,No,,,,,,No,Sí,Sí,Trabaja remuneradamente,No,,No,,Macul,Sí,Sí,6729.5
70111371,06-12-2021,14:48:07,448,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Por edad no conviene Isapre,Me quedaría en Fonasa,Sí,Sí,,No,Muy urgente,Nada urgente,No lo necesito,Urgente,Muy urgente,No lo necesito,No lo necesito,Igual que presencial,Sí,Hospital público,"Sí, todos",,Sí,4500,No,Sí,Sí,Estudiando,No,,No,,Parral,Sí,Sí,6730.25
72473248,13-12-2021,13:49:37,314,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Buscando trabajo,No,,No,,Pedro Aguirre Cerda,Sí,Sí,6890.0391
68918097,16-12-2021,17:59:55,299,>80-NA,18-34,HOMBRE,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Urgente,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Malloa,Sí,Sí,6364.6665
70118457,08-12-2021,16:41:38,249,0-40,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Otra razón,,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Poco urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Trabaja remuneradamente,No,,No,,Til Til,Sí,Sí,6890.0391
69400411,06-12-2021,19:00:11,330,0-40,18-34,MUJER,CS,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,Nada urgente,No lo necesito,Poco urgente,Poco urgente,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,Sí,Estudiando,No,,No,,Concepción,Sí,No,6730.25
86498713,07-12-2021,18:53:24,771,41-80,18-34,HOMBRE,CN,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,Sí,Muy urgente,Muy urgente,Poco urgente,Poco urgente,Muy urgente,Urgente,No lo necesito,Sólo en restricciones,Sí,Centro privado,"Sí, algunos",,Sí,150000,Sí,No,,Trabaja remuneradamente,No,,No,,Coquimbo,Sí,Sí,6439.9092
79094983,08-12-2021,13:55:58,246,0-40,18-34,MUJER,CN,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,No,No,No necesito,No,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Cuidado de personas,No,,No,,Monte Patria,Sí,Sí,6705.5601
69358741,11-12-2021,13:57:37,214,0-40,18-34,MUJER,NC,Sí,Sí,Fonasa,No tiene ingresos para Isapre,Me quedaría en Fonasa,Sí,No,,No,Poco urgente,Poco urgente,No lo necesito,Poco urgente,Urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,No,,Buscando trabajo,No,,No,,Colina,Sí,Sí,6896.8262
77077182,09-12-2021,16:05:09,313,>80-NA,18-34,HOMBRE,NC,Sí,Sí,Fonasa,Siempre ha estado en Fonasa,Me quedaría en Fonasa,Sí,No,,No,Nada urgente,No lo necesito,No lo necesito,No lo necesito,Muy urgente,No lo necesito,No lo necesito,Sólo en restricciones,No,,,,,,No,Sí,No,Buscando trabajo,No,,No,,Providencia,Sí,No,6642.5
